Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,Name
Bachelors,2014,Bangalore,3,26,Male,No,4,0,Rajesh Jain
Bachelors,2012,Bangalore,3,24,Male,No,2,0,Kavya Desai
Bachelors,2013,Bangalore,3,27,Male,No,5,0,Pallavi Thakur
Bachelors,2015,Bangalore,3,26,Female,Yes,4,1,Vivek Singh
Bachelors,2015,Pune,3,28,Male,No,2,0,Vikas Pillai
Bachelors,2014,New Delhi,2,24,Female,No,2,1,Reyansh Pillai
Bachelors,2013,Bangalore,3,24,Male,No,2,0,Vivek Das
Bachelors,2018,Bangalore,3,28,Male,Yes,3,1,Krishna Saxena
Bachelors,2015,Pune,3,27,Male,No,5,0,Ritika Desai
Bachelors,2014,Pune,2,26,Male,No,4,0,Anjali Nair
Bachelors,2016,Bangalore,3,25,Male,No,3,1,Amit Malhotra
PHD,2013,Bangalore,3,25,Male,No,3,0,Ishaan Agarwal
Bachelors,2014,Bangalore,3,25,Male,No,3,0,Gaurav Patel
Bachelors,2017,New Delhi,2,28,Female,No,1,0,Abhishek Mehta
Bachelors,2015,Pune,1,26,Female,No,4,1,Sai Nair
Masters,2017,New Delhi,3,26,Male,Yes,4,1,Arjun Ghosh
Bachelors,2014,Bangalore,3,27,Male,No,5,0,Karan Saxena
Bachelors,2012,New Delhi,3,24,Female,No,2,0,Vivaan Khan
Bachelors,2017,New Delhi,2,24,Male,No,2,0,Swati Agarwal
Bachelors,2015,Bangalore,3,26,Male,No,4,0,Kriti Singh
Bachelors,2012,Bangalore,3,26,Female,No,4,0,Krishna Das
Bachelors,2015,Bangalore,3,24,Male,No,2,0,Nikhil Kumar
Masters,2014,Pune,3,25,Male,No,3,0,Tanvi Iyer
Bachelors,2015,Bangalore,3,28,Male,No,2,0,Gaurav Desai
Bachelors,2016,Pune,3,24,Male,No,2,0,Neha Nair
Bachelors,2016,Bangalore,3,26,Female,No,4,0,Anjali Kumar
Bachelors,2015,Pune,2,25,Female,Yes,3,1,Anil Sinha
Masters,2013,New Delhi,2,25,Male,No,3,1,Pallavi Banerjee
Bachelors,2017,Pune,3,25,Male,No,3,0,Amit Mehta
Bachelors,2015,Pune,2,26,Female,Yes,4,1,Pallavi Reddy
Masters,2015,Bangalore,2,26,Female,No,4,1,Aarav Chatterjee
Bachelors,2012,Pune,3,27,Female,No,5,0,Anand Khan
Masters,2017,New Delhi,3,28,Male,Yes,2,0,Divya Khan
Bachelors,2016,Pune,3,25,Male,No,3,0,Suresh Chopra
Bachelors,2016,Bangalore,3,24,Male,No,2,0,Anand Ghosh
Bachelors,2016,Pune,3,28,Male,No,1,0,Sai Gupta
Bachelors,2013,New Delhi,3,27,Female,Yes,5,0,Om Thakur
Bachelors,2015,New Delhi,3,26,Male,No,4,0,Kriti Desai
Bachelors,2016,Bangalore,3,27,Male,No,5,0,Siddharth Chopra
Bachelors,2017,Pune,2,27,Male,No,5,0,Nidhi Joshi
Bachelors,2012,Bangalore,3,27,Male,No,5,0,Vihaan Malhotra
PHD,2018,New Delhi,3,25,Male,No,3,1,Neha Shetty
Bachelors,2014,Pune,3,27,Male,No,5,0,Ananya Joshi
Bachelors,2013,Bangalore,3,26,Female,No,4,0,Krishna Pillai
Masters,2017,Pune,2,24,Female,No,2,1,Sai Chopra
PHD,2016,New Delhi,2,28,Male,No,3,1,Kriti Nair
Masters,2014,New Delhi,3,26,Male,No,4,1,Ayaan Desai
Masters,2017,New Delhi,2,27,Male,Yes,5,1,Shiv Ghosh
PHD,2013,New Delhi,3,27,Male,No,5,0,Aishwarya Chatterjee
Masters,2014,New Delhi,3,28,Female,No,1,0,Arjun Khan
Bachelors,2017,Pune,3,27,Male,No,5,0,Vihaan Saxena
Bachelors,2015,Pune,3,26,Female,Yes,4,1,Raj Ghosh
Masters,2014,Bangalore,3,26,Male,No,4,1,Shweta Mishra
Masters,2012,Pune,3,27,Male,No,5,0,Sanjana Singh
Bachelors,2017,Bangalore,3,26,Male,No,4,0,Anand Patel
Masters,2017,Pune,2,27,Male,No,5,1,Aarav Sinha
Bachelors,2017,Bangalore,3,27,Male,No,5,0,Abhishek Chopra
Bachelors,2016,Bangalore,3,25,Male,No,3,1,Pooja Pillai
Bachelors,2016,Pune,3,27,Male,Yes,5,0,Shweta Joshi
Bachelors,2014,Pune,3,25,Male,No,3,0,Vikas Ghosh
Bachelors,2017,Bangalore,3,28,Male,No,1,0,Siddharth Iyer
Masters,2012,Pune,3,24,Male,No,2,0,Pallavi Nair
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0,Radhika Sharma
Bachelors,2013,Pune,2,25,Male,No,3,1,Shweta Sharma
Bachelors,2012,Pune,3,27,Male,No,5,0,Raj Bhattacharya
Bachelors,2017,Bangalore,3,26,Male,No,4,0,Radhika Patel
Bachelors,2013,Pune,3,26,Male,No,4,0,Om Das
Bachelors,2016,Bangalore,3,24,Male,No,2,0,Raj Nair
Bachelors,2014,Bangalore,3,25,Female,No,3,0,Rajesh Mehta
Bachelors,2015,New Delhi,3,25,Male,No,3,0,Divya Ghosh
PHD,2012,Pune,3,24,Male,No,2,0,Riya Patel
Bachelors,2013,Bangalore,3,27,Male,No,5,0,Vivek Iyer
Bachelors,2015,Bangalore,3,25,Male,No,3,0,Aarav Reddy
Bachelors,2016,Bangalore,3,26,Male,No,4,0,Amit Pillai
Masters,2015,New Delhi,3,24,Female,No,2,0,Rohan Agarwal
Bachelors,2012,Bangalore,3,26,Male,No,4,0,Vihaan Reddy
Bachelors,2013,Pune,3,24,Male,No,2,0,Ayaan Nair
Masters,2017,New Delhi,3,24,Male,No,2,1,Aishwarya Chopra
Bachelors,2014,Bangalore,1,25,Male,Yes,3,0,Priya Sharma
Bachelors,2018,Bangalore,3,28,Male,No,1,1,Raj Thakur
Bachelors,2017,Bangalore,3,28,Male,Yes,3,0,Anil Verma
Masters,2013,Bangalore,3,28,Female,Yes,2,1,Priya Singh
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,Ananya Jain
Masters,2018,New Delhi,1,24,Male,Yes,2,1,Nidhi Nair
Bachelors,2012,Bangalore,3,25,Male,No,3,0,Neha Patel
PHD,2013,New Delhi,2,27,Female,No,5,0,Vivek Agarwal
Masters,2018,New Delhi,3,28,Male,Yes,2,1,Rohan Singh
Bachelors,2014,Bangalore,3,28,Male,No,3,1,Sai Reddy
Bachelors,2014,Pune,3,27,Male,No,5,0,Rohan Reddy
Bachelors,2013,New Delhi,3,24,Female,No,2,1,Priya Reddy
Bachelors,2015,Pune,2,28,Female,No,1,1,Suresh Das
Bachelors,2015,Pune,2,26,Female,No,4,1,Aditya Jain
Bachelors,2017,New Delhi,2,28,Female,No,3,0,Anjali Thakur
Masters,2012,Pune,3,27,Female,No,5,1,Sanjana Gupta
Masters,2017,Pune,3,25,Female,Yes,3,1,Siddharth Verma
Masters,2013,New Delhi,2,25,Male,No,3,1,Kavya Joshi
Masters,2017,New Delhi,2,27,Male,No,5,1,Ayaan Saxena
Bachelors,2017,Bangalore,3,24,Male,No,2,0,Meera Verma
Bachelors,2016,Pune,2,24,Female,No,2,1,Deepak Mishra
Bachelors,2012,Bangalore,3,26,Female,No,4,0,Pallavi Desai
Bachelors,2012,Bangalore,3,24,Male,No,2,1,Aarav Gupta
Masters,2017,Pune,2,24,Male,No,2,0,Pooja Patel
Bachelors,2015,Pune,2,25,Female,Yes,3,1,Om Shetty
Bachelors,2015,New Delhi,3,26,Female,Yes,4,0,Swati Yadav
Bachelors,2013,Pune,2,24,Male,Yes,2,1,Sneha Mehta
Bachelors,2013,Pune,3,25,Male,No,3,0,Anand Shetty
PHD,2015,New Delhi,2,28,Female,No,1,0,Sai Thakur
Bachelors,2016,Pune,3,24,Male,No,2,0,Suresh Iyer
Bachelors,2017,Bangalore,3,24,Female,No,2,0,Arjun Shetty
Bachelors,2016,Bangalore,3,27,Male,No,5,0,Anand Saxena
Bachelors,2017,Bangalore,3,25,Female,No,3,0,Sunil Bhattacharya
Masters,2014,New Delhi,3,27,Male,No,5,0,Aarav Thakur
Bachelors,2016,Bangalore,3,27,Male,No,5,0,Aishwarya Reddy
Bachelors,2016,Bangalore,3,28,Female,No,3,0,Ayaan Kumar
Bachelors,2018,Pune,3,25,Male,No,3,1,Aishwarya Shetty
Bachelors,2013,Bangalore,3,26,Male,Yes,4,1,Vihaan Sinha
Bachelors,2015,New Delhi,3,25,Male,No,3,1,Vihaan Bhattacharya
Bachelors,2017,New Delhi,2,25,Female,No,3,1,Shiv Rao
Bachelors,2012,Bangalore,3,25,Male,Yes,3,0,Arjun Kumar
Bachelors,2014,New Delhi,3,28,Female,No,2,0,Ayaan Mehta
Bachelors,2017,New Delhi,2,27,Female,No,5,0,Priya Agarwal
Bachelors,2018,Pune,3,26,Male,No,4,1,Aditya Banerjee
Masters,2014,New Delhi,3,28,Male,No,2,0,Anand Bhattacharya
Bachelors,2013,Bangalore,3,27,Male,No,5,1,Abhishek Nair
Masters,2017,Pune,3,25,Male,No,3,1,Shweta Kumar
Bachelors,2018,Bangalore,3,28,Male,No,2,1,Sai Desai
Bachelors,2016,Bangalore,3,24,Male,No,2,0,Vivek Bhattacharya
Bachelors,2012,Bangalore,3,24,Male,Yes,2,0,Amit Jain
Bachelors,2015,Bangalore,3,28,Female,No,1,0,Ritika Agarwal
Bachelors,2014,Bangalore,3,24,Male,No,2,0,Sunil Mehta
Bachelors,2013,Pune,3,27,Male,No,5,0,Ishaan Verma
Bachelors,2016,New Delhi,3,24,Female,No,2,0,Pooja Verma
Bachelors,2012,Bangalore,3,25,Female,No,3,0,Meera Mishra
Bachelors,2012,Pune,3,28,Male,No,3,0,Radhika Sinha
Bachelors,2018,Pune,3,25,Male,Yes,3,1,Aarav Shetty
Bachelors,2014,Bangalore,3,27,Male,No,5,1,Ananya Sinha
Bachelors,2016,Bangalore,3,27,Female,No,5,0,Arjun Iyer
Masters,2015,Pune,2,24,Female,No,2,0,Sai Banerjee
Masters,2014,Bangalore,3,24,Female,No,2,1,Sai Khan
Bachelors,2013,Bangalore,3,25,Male,No,3,0,Pooja Thakur
Masters,2017,New Delhi,3,24,Male,No,2,0,Anjali Rao
Bachelors,2015,Bangalore,3,25,Male,No,3,0,Sunil Sharma
Bachelors,2017,Bangalore,3,24,Male,No,2,0,Pallavi Sharma
Bachelors,2017,New Delhi,2,28,Male,No,3,0,Rajesh Thakur
Bachelors,2016,Bangalore,3,28,Male,No,2,0,Ananya Mishra
PHD,2014,New Delhi,3,24,Male,No,2,0,Deepak Rao
Masters,2017,New Delhi,2,26,Female,No,4,0,Krishna Joshi
Masters,2018,New Delhi,3,25,Male,No,3,1,Divya Mehta
Bachelors,2014,Bangalore,3,28,Male,No,3,1,Meera Banerjee
Bachelors,2014,Bangalore,3,25,Male,No,3,1,Sanjana Kumar
Bachelors,2018,New Delhi,3,28,Female,No,3,1,Shweta Bhattacharya
Masters,2017,New Delhi,2,25,Male,Yes,3,1,Nikhil Jain
Masters,2013,New Delhi,3,28,Male,No,2,0,Aishwarya Joshi
Bachelors,2014,Bangalore,3,26,Male,Yes,4,0,Sanjana Yadav
Masters,2017,New Delhi,2,25,Female,No,3,1,Ritika Nair
Masters,2013,New Delhi,3,25,Female,No,3,0,Ishaan Iyer
Bachelors,2016,Bangalore,3,25,Male,No,3,0,Krishna Thakur
Bachelors,2018,Bangalore,3,24,Male,No,2,1,Sai Jain
Masters,2017,New Delhi,2,26,Male,Yes,4,1,Kavya Mishra
Bachelors,2013,Bangalore,3,24,Male,No,2,0,Krishna Chatterjee
Bachelors,2013,Bangalore,3,28,Male,No,2,0,Rahul Desai
Masters,2015,Pune,3,28,Female,Yes,2,0,Ritika Mishra
Bachelors,2015,Pune,2,27,Female,Yes,5,1,Aishwarya Bhattacharya
Masters,2014,Pune,2,27,Female,No,5,0,Manoj Mishra
Bachelors,2017,New Delhi,2,27,Male,No,5,0,Kriti Reddy
Bachelors,2012,Bangalore,3,26,Male,No,4,0,Pooja Das
Masters,2015,Pune,1,27,Female,No,5,0,Shiv Chopra
Bachelors,2013,Bangalore,1,28,Male,No,3,1,Manoj Jain
Bachelors,2012,Pune,2,26,Female,No,4,1,Rohan Yadav
Bachelors,2013,Bangalore,3,27,Male,No,5,0,Krishna Patel
Masters,2017,New Delhi,2,25,Male,No,3,0,Karan Mehta
Bachelors,2017,Bangalore,3,27,Male,No,5,0,Rajesh Mishra
Bachelors,2012,Bangalore,3,24,Male,No,2,0,Aditya Mishra
Bachelors,2017,New Delhi,3,26,Male,No,4,0,Nikhil Malhotra
Bachelors,2014,Bangalore,3,28,Female,No,1,1,Ayaan Agarwal
Bachelors,2015,Bangalore,3,25,Male,No,3,0,Karan Das
Bachelors,2015,Pune,2,28,Female,No,3,1,Ishaan Rao
Bachelors,2017,Bangalore,3,24,Female,No,2,0,Neha Malhotra
Bachelors,2016,Bangalore,3,27,Female,No,5,1,Kriti Agarwal
Bachelors,2012,Bangalore,3,25,Male,No,3,0,Riya Das
Masters,2018,Pune,3,25,Male,No,3,1,Pallavi Das
Bachelors,2015,Pune,3,26,Male,No,4,0,Vikas Chopra
Bachelors,2014,Pune,3,26,Male,No,4,0,Karan Joshi
PHD,2017,New Delhi,3,27,Male,No,5,0,Suresh Rao
Bachelors,2012,Bangalore,3,26,Male,No,4,0,Rahul Reddy
Bachelors,2016,Bangalore,3,26,Male,No,4,0,Divya Reddy
Bachelors,2017,New Delhi,3,28,Female,No,2,0,Manoj Gupta
Bachelors,2014,Pune,3,25,Female,No,3,0,Sneha Desai
Bachelors,2013,Bangalore,3,28,Male,Yes,3,0,Meera Kumar
Bachelors,2017,Bangalore,3,25,Male,No,3,0,Rahul Mehta
Bachelors,2018,Bangalore,3,27,Male,No,5,1,Om Joshi
Bachelors,2017,Bangalore,3,26,Male,No,4,0,Amit Rao
Bachelors,2017,Pune,2,25,Female,No,3,1,Divya Bhattacharya
Bachelors,2017,Pune,2,26,Female,No,4,1,Kavya Patel
Bachelors,2015,Pune,3,28,Male,No,3,0,Meera Sharma
Masters,2017,Pune,2,26,Male,No,4,1,Gaurav Banerjee
Masters,2015,New Delhi,3,28,Female,Yes,2,0,Sunil Patel
Bachelors,2012,New Delhi,2,25,Male,No,3,1,Suresh Shetty
Bachelors,2016,Bangalore,3,25,Female,No,3,0,Aditya Rao
Masters,2017,New Delhi,2,26,Female,No,4,0,Amit Ghosh
Bachelors,2014,Bangalore,3,25,Male,No,3,0,Rajesh Saxena
Bachelors,2014,Bangalore,3,25,Male,No,3,1,Karan Sinha
PHD,2018,Bangalore,3,26,Male,No,4,1,Anand Malhotra
Bachelors,2016,Pune,3,26,Male,No,4,0,Deepak Iyer
Bachelors,2014,Bangalore,3,27,Male,No,5,0,Divya Banerjee
Bachelors,2012,Bangalore,3,25,Male,No,3,0,Shiv Thakur
Masters,2012,Pune,2,26,Female,No,4,0,Anil Thakur
Masters,2016,New Delhi,3,27,Male,No,5,1,Meera Desai
PHD,2017,Bangalore,3,28,Male,No,1,0,Rajesh Yadav
Bachelors,2014,Bangalore,3,27,Male,No,5,0,Swati Saxena
Bachelors,2018,Pune,3,26,Male,No,4,1,Anil Shetty
Bachelors,2018,Bangalore,1,27,Male,No,5,0,Vihaan Kumar
Bachelors,2016,Pune,3,24,Male,No,2,0,Kavya Mehta
Bachelors,2012,Bangalore,3,25,Male,No,3,0,Swati Patel
Bachelors,2017,Bangalore,3,27,Male,No,5,0,Swati Ghosh
Bachelors,2016,Bangalore,3,28,Male,No,2,0,Reyansh Reddy
Bachelors,2017,New Delhi,2,27,Male,No,5,0,Ayaan Singh
Bachelors,2013,Bangalore,3,25,Male,No,3,0,Kriti Mishra
Bachelors,2013,Bangalore,3,28,Male,No,1,0,Vivek Khan
Bachelors,2018,Bangalore,3,28,Female,No,3,1,Manoj Mehta
Bachelors,2016,Bangalore,3,27,Male,Yes,5,0,Krishna Mehta
Masters,2015,Pune,2,28,Female,No,3,0,Nikhil Sharma
Masters,2015,New Delhi,3,24,Female,No,2,1,Vihaan Yadav
Bachelors,2017,New Delhi,3,24,Male,No,2,0,Vikas Gupta
Bachelors,2015,Pune,2,24,Female,No,2,1,Sneha Thakur
Masters,2013,Pune,3,28,Male,No,2,1,Siddharth Shetty
Bachelors,2017,Pune,3,27,Female,No,5,1,Tanvi Yadav
Bachelors,2014,Pune,3,26,Male,No,4,0,Sneha Patel
Bachelors,2016,Bangalore,3,26,Male,No,4,0,Krishna Verma
Bachelors,2014,Pune,1,26,Female,No,4,1,Sai Joshi
Bachelors,2015,Pune,3,28,Male,No,3,0,Kavya Sinha
Bachelors,2012,Bangalore,3,26,Male,No,4,0,Aishwarya Malhotra
Bachelors,2017,New Delhi,2,26,Male,No,4,0,Vihaan Singh
Masters,2017,New Delhi,2,26,Female,No,4,0,Neha Agarwal
Bachelors,2016,Bangalore,3,26,Male,No,4,1,Vivek Malhotra
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0,Tanvi Patel
Bachelors,2014,Bangalore,3,28,Male,No,3,1,Shweta Das
Bachelors,2014,New Delhi,3,28,Female,No,3,0,Ritika Thakur
Bachelors,2014,Pune,3,25,Female,No,3,1,Rajesh Iyer
Bachelors,2016,Pune,3,28,Male,No,3,0,Vikas Kumar
Masters,2017,Bangalore,3,27,Male,No,5,1,Anand Agarwal
Bachelors,2015,Bangalore,3,25,Male,No,3,0,Ayaan Jain
Bachelors,2014,Pune,3,27,Male,No,5,0,Radhika Rao
Bachelors,2012,Pune,3,28,Male,No,3,0,Nikhil Bhattacharya
Masters,2017,Pune,3,26,Male,No,4,1,Ishaan Reddy
Bachelors,2013,Bangalore,3,25,Male,Yes,3,0,Tanvi Nair
Bachelors,2015,Pune,2,28,Female,No,2,1,Karan Thakur
PHD,2013,Bangalore,1,26,Male,No,4,0,Anand Joshi
Masters,2012,Pune,3,27,Male,No,5,1,Vivaan Banerjee
Bachelors,2016,Bangalore,1,28,Male,No,2,0,Krishna Rao
Bachelors,2017,Bangalore,3,27,Male,No,5,0,Raj Reddy
Bachelors,2017,Bangalore,3,25,Male,No,3,0,Aditya Iyer
Masters,2017,New Delhi,2,24,Female,Yes,2,1,Kavya Banerjee
Bachelors,2015,Bangalore,1,25,Female,Yes,3,0,Vikas Nair
Bachelors,2018,Bangalore,3,27,Male,No,5,1,Rahul Agarwal
Bachelors,2014,Bangalore,3,26,Male,No,4,0,Gaurav Saxena
Bachelors,2018,Bangalore,3,26,Male,No,4,1,Rohan Saxena
Bachelors,2015,Pune,2,24,Female,No,2,1,Tanvi Ghosh
Bachelors,2018,Bangalore,3,27,Male,No,5,1,Rahul Joshi
Bachelors,2016,Bangalore,3,27,Female,No,5,0,Ishaan Thakur
Masters,2016,New Delhi,3,25,Female,No,3,1,Tanvi Rao
Masters,2018,New Delhi,3,26,Male,No,4,1,Priya Kumar
Bachelors,2018,Bangalore,3,24,Female,No,2,1,Sunil Chatterjee
Bachelors,2017,New Delhi,2,28,Male,No,3,0,Pooja Sharma
Bachelors,2015,Bangalore,3,27,Male,No,5,0,Sanjana Malhotra
Bachelors,2017,Bangalore,3,26,Male,No,4,0,Shiv Sharma
Bachelors,2016,Bangalore,3,25,Male,No,3,0,Sanjana Desai
Bachelors,2013,Pune,3,25,Male,No,3,0,Om Desai
Bachelors,2015,Pune,3,25,Female,No,3,1,Sunil Singh
Bachelors,2014,Bangalore,3,28,Female,No,3,0,Siddharth Saxena
Bachelors,2015,Pune,3,24,Male,No,2,0,Rohan Ghosh
Bachelors,2016,Bangalore,3,26,Female,No,4,0,Nidhi Pillai
Bachelors,2018,Bangalore,1,25,Male,Yes,3,0,Aarav Chopra
Masters,2017,Pune,2,28,Female,No,1,0,Divya Chatterjee
Bachelors,2014,Pune,2,25,Female,No,3,1,Ishaan Desai
Bachelors,2017,Bangalore,3,25,Male,No,3,0,Gaurav Khan
Bachelors,2016,Bangalore,3,28,Female,No,3,0,Suresh Bhattacharya
Bachelors,2014,Bangalore,3,28,Female,No,2,0,Anand Sinha
Masters,2017,New Delhi,2,28,Male,No,2,0,Abhishek Sinha
Bachelors,2017,New Delhi,2,24,Female,No,2,0,Sanjana Bhattacharya
PHD,2013,New Delhi,2,25,Male,No,3,1,Ritika Chatterjee
Bachelors,2017,Bangalore,3,24,Male,No,2,0,Radhika Singh
Bachelors,2017,Bangalore,3,26,Female,No,4,0,Aishwarya Pillai
Bachelors,2015,Bangalore,1,25,Male,No,3,0,Vikas Khan
Bachelors,2016,Bangalore,3,26,Female,No,4,0,Sneha Saxena
PHD,2014,New Delhi,3,28,Male,No,2,1,Radhika Agarwal
Masters,2018,New Delhi,3,27,Female,No,5,1,Vikas Agarwal
Bachelors,2016,New Delhi,3,27,Female,No,5,0,Aarav Yadav
Masters,2017,New Delhi,2,25,Male,No,3,1,Nidhi Sinha
Bachelors,2017,Bangalore,3,26,Male,No,4,0,Vivaan Bhattacharya
Bachelors,2016,New Delhi,3,27,Female,Yes,5,0,Priya Chatterjee
Bachelors,2017,Pune,2,25,Female,No,3,1,Aditya Joshi
Bachelors,2018,Pune,3,28,Female,No,1,1,Karan Chopra
Bachelors,2014,Bangalore,3,25,Female,No,3,1,Priya Rao
Bachelors,2018,Pune,3,28,Male,No,1,1,Anjali Chatterjee
Bachelors,2017,Bangalore,1,26,Female,No,4,0,Sneha Verma
Bachelors,2013,Bangalore,3,24,Male,No,2,1,Aditya Thakur
Bachelors,2012,New Delhi,3,26,Female,No,4,0,Radhika Iyer
Bachelors,2012,Pune,3,25,Male,No,3,0,Sneha Chatterjee
Masters,2013,New Delhi,2,24,Male,No,2,1,Abhishek Iyer
Bachelors,2018,Pune,3,26,Male,No,4,1,Karan Shetty
Bachelors,2016,New Delhi,3,28,Female,No,2,0,Suresh Singh
Bachelors,2016,Pune,3,26,Male,No,4,0,Nikhil Pillai
Masters,2014,New Delhi,3,24,Male,No,2,0,Anil Mishra
Bachelors,2013,Bangalore,3,26,Male,No,4,0,Swati Chatterjee
Bachelors,2014,Pune,2,26,Female,No,4,1,Priya Chopra
Bachelors,2014,Pune,3,25,Male,No,3,0,Pooja Banerjee
Bachelors,2013,Pune,3,27,Male,No,5,0,Ayaan Joshi
Bachelors,2018,Bangalore,3,27,Male,No,5,1,Riya Saxena
Bachelors,2015,Bangalore,3,25,Female,No,3,1,Rohan Iyer
Bachelors,2016,Pune,3,26,Male,No,4,0,Arjun Malhotra
Bachelors,2015,Pune,2,27,Female,No,5,1,Siddharth Pillai
Bachelors,2017,Bangalore,3,26,Male,No,4,0,Krishna Jain
Masters,2017,Pune,2,26,Female,No,4,0,Arjun Rao
Bachelors,2017,New Delhi,3,27,Female,Yes,5,0,Ishaan Gupta
Masters,2017,Pune,1,24,Male,No,2,0,Manoj Sinha
Masters,2017,New Delhi,2,26,Female,No,4,0,Sneha Pillai
Bachelors,2015,Bangalore,3,27,Male,Yes,5,0,Priya Mishra
Bachelors,2015,Bangalore,3,26,Male,No,4,0,Shweta Singh
Masters,2017,Pune,2,24,Male,No,2,1,Sai Das
Bachelors,2017,Bangalore,3,26,Female,No,4,0,Shiv Chatterjee
Bachelors,2014,Bangalore,3,26,Male,No,4,0,Swati Singh
Bachelors,2015,Bangalore,3,28,Male,Yes,1,1,Rohan Joshi
Masters,2017,New Delhi,2,24,Male,No,2,0,Vivek Thakur
Bachelors,2013,Pune,2,25,Female,No,3,1,Arjun Banerjee
Masters,2013,Bangalore,3,27,Male,No,5,1,Aarav Banerjee
Bachelors,2017,Bangalore,3,27,Male,No,5,0,Kavya Chopra
Bachelors,2015,New Delhi,2,28,Female,Yes,2,1,Arjun Mishra
Bachelors,2014,Pune,2,24,Female,No,2,1,Anjali Sharma
Bachelors,2016,Pune,2,27,Female,No,5,1,Reyansh Chopra
Bachelors,2017,Bangalore,3,27,Female,No,5,0,Anjali Singh
Bachelors,2016,Bangalore,3,26,Male,No,4,0,Kriti Verma
Bachelors,2015,Pune,2,27,Male,No,5,0,Tanvi Mishra
Bachelors,2015,Bangalore,3,26,Male,No,4,0,Rahul Jain
Bachelors,2018,Bangalore,3,27,Male,Yes,5,1,Amit Nair
Bachelors,2016,Bangalore,3,24,Male,No,2,0,Gaurav Mishra
Bachelors,2014,Bangalore,3,24,Male,No,2,0,Sanjana Ghosh
Bachelors,2013,New Delhi,2,24,Female,No,2,1,Nidhi Rao
Bachelors,2012,Bangalore,3,26,Female,No,4,0,Sunil Malhotra
Bachelors,2015,Pune,2,28,Female,Yes,2,1,Siddharth Kumar
Bachelors,2018,Bangalore,3,26,Male,No,4,1,Siddharth Nair
Bachelors,2016,Bangalore,3,24,Female,No,2,0,Rajesh Singh
Masters,2017,Pune,3,24,Male,No,2,1,Reyansh Joshi
Masters,2016,Pune,3,24,Male,No,2,0,Raj Patel
Bachelors,2013,Bangalore,3,28,Male,Yes,1,1,Radhika Khan
Bachelors,2015,Bangalore,1,28,Female,No,1,0,Divya Kumar
PHD,2018,Bangalore,3,24,Female,No,2,1,Kriti Gupta
Bachelors,2016,Bangalore,3,26,Male,Yes,4,0,Anjali Desai
Bachelors,2013,Bangalore,3,27,Male,No,5,0,Divya Patel
Bachelors,2013,Bangalore,3,25,Male,No,3,1,Ritika Chopra
Masters,2016,New Delhi,3,24,Male,No,2,1,Deepak Verma
Bachelors,2017,New Delhi,1,25,Female,No,3,0,Reyansh Saxena
Bachelors,2013,Bangalore,3,28,Male,No,3,0,Abhishek Shetty
Bachelors,2018,Bangalore,3,28,Male,No,1,1,Anil Malhotra
Bachelors,2017,Bangalore,3,24,Male,No,2,0,Amit Verma
Masters,2014,New Delhi,3,24,Male,No,2,1,Siddharth Chatterjee
PHD,2012,New Delhi,3,24,Male,No,2,0,Anil Sharma
Bachelors,2017,Bangalore,3,25,Female,No,3,0,Rohan Chatterjee
Masters,2014,New Delhi,3,27,Male,No,5,0,Anand Yadav
Bachelors,2015,Bangalore,3,27,Female,No,5,0,Vihaan Desai
Bachelors,2014,Pune,3,25,Male,No,3,1,Arjun Gupta
Bachelors,2012,Bangalore,3,28,Male,No,3,0,Pallavi Jain
Bachelors,2012,Bangalore,3,25,Female,No,3,0,Raj Mehta
Bachelors,2015,Bangalore,3,24,Female,No,2,0,Anil Bhattacharya
Bachelors,2013,Pune,3,27,Male,No,5,0,Neha Yadav
Bachelors,2013,Bangalore,3,26,Female,No,4,0,Neha Thakur
Bachelors,2012,Pune,2,26,Male,No,4,0,Nikhil Joshi
Masters,2017,Bangalore,3,28,Female,No,3,1,Vivaan Pillai
Bachelors,2015,Bangalore,3,25,Male,No,3,1,Raj Das
Bachelors,2012,Bangalore,3,28,Female,No,2,0,Kavya Yadav
Bachelors,2017,Pune,2,26,Female,No,4,1,Kriti Shetty
Bachelors,2012,Bangalore,3,27,Female,No,5,0,Amit Kumar
Masters,2016,New Delhi,3,28,Male,No,1,0,Om Banerjee
Bachelors,2015,Pune,2,28,Female,No,1,1,Pallavi Joshi
Masters,2017,Pune,3,24,Male,No,2,1,Pallavi Singh
Bachelors,2015,Pune,2,25,Female,No,3,1,Rahul Mishra
Bachelors,2014,Bangalore,3,24,Male,No,2,0,Sunil Das
Bachelors,2016,Bangalore,3,28,Male,No,3,0,Rajesh Malhotra
Bachelors,2016,New Delhi,3,25,Female,Yes,3,0,Manoj Ghosh
Masters,2015,New Delhi,3,26,Male,No,4,1,Priya Desai
Masters,2015,New Delhi,3,28,Female,No,3,0,Swati Das
Bachelors,2013,New Delhi,1,24,Female,No,2,1,Kavya Gupta
Bachelors,2014,Bangalore,3,24,Male,No,2,0,Meera Sinha
Bachelors,2018,Bangalore,3,26,Male,No,4,1,Krishna Singh
Bachelors,2013,Bangalore,3,26,Male,No,4,0,Om Sharma
